Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
SPM Hotel,9626528282,Not Picked,,19-05-2025 16:04,117,,Not Picked,,21-05-2025 17:31,42,
Venky's Corner,9087000509,Not Picked,,19-05-2025 16:05,71,,Not Picked,,21-05-2025 17:32,37,
The Tours Company,9003320694,Not Picked,,19-05-2025 16:06,41,,Not Picked,,21-05-2025 17:33,17,
Jaba Tours And Travels,9841111680,Not Interested,"no requirement, don't call back",19-05-2025 16:09,145,,Not Interested,"no requirement , delete the number",21-05-2025 17:34,54,
Vishnu Sri Travels - Bus & Tempo Traveller Rentals,9941302022,Not Picked,,19-05-2025 16:10,81,,Not Interested,,23-05-2025 17:58,113,
Chennai Lokesh Tour And Travels,9884722666,Not Picked,line busy,19-05-2025 16:10,22,,Not Picked,,21-05-2025 17:35,34,
THIRUMANI TOURS AND TRAVELS,8610644873,Not Picked,,19-05-2025 16:11,42,,Not Picked,,26-05-2025 17:45,43,
Elite Tours & Travels Chennai,7010843057,Not Picked,,19-05-2025 16:12,27,,Not Picked,,22-05-2025 15:56,41,
Mini Bus Travels,9444239818,Not Picked,,19-05-2025 16:13,53,,Not Picked,,26-05-2025 17:01,56,
Sivasakthi travels,9941406804,Not Interested,"no requirement, if they need will call back",19-05-2025 16:14,45,,Follow Up,"need to give some time,he will tell soon",26-05-2025 17:44,57,
Arun Video Studio,9380704141,Follow Up,need to send details in wh again,19-05-2025 16:16,155,,Follow Up,direct meet,26-05-2025 17:27,170,
FOCUS 1 STUDIOZ,9171714727,Not Picked,,19-05-2025 16:18,68,,Not Picked,,26-05-2025 17:22,26,
Prasee Creation,8056177114,Not Picked,,19-05-2025 16:18,22,,Not Interested,no requirement,26-05-2025 17:22,59,
Kalai photography,8438176207,Not Picked,,19-05-2025 16:19,61,,Not Interested,no requirement,22-05-2025 16:55,68,
Bloomoon Studio,8838815761,Not Interested,no requirement,19-05-2025 16:20,61,,Not Interested,"no requirement , I'm working dont have business",22-05-2025 16:53,71,
Vizion26 studios,8838013310,Not Picked,,19-05-2025 16:23,146,,Not Picked,,26-05-2025 17:20,22,
Vicithiram Studio,9840554863,Not Picked,,19-05-2025 16:24,49,,Not Picked,,26-05-2025 17:20,51,
Studio 24 Creative Clicks,7448332665,Not Interested,no need,19-05-2025 16:24,36,,Follow Up,need to send details again,26-05-2025 17:19,154,
H & M Skin and Dermatology Clinic - Dr.Suguna (Best skin doctor in Medavakkam 40 years experienced),8870249438,Follow Up,need to call tomorrow with 4.26 pm,19-05-2025 16:26,109,,Not Interested,no requirement,22-05-2025 16:48,71,
Aesthetiq Clinic | Skin Hair Nail LASER and Cosmetology,9952991351,Not Interested,"already they're doing, if they need will call",19-05-2025 16:29,156,,,,,0,
Vijay Skin Hair And Nail Care Clinic,8778532736,Not Picked,,19-05-2025 16:30,66,,Not Interested,not interested if need will call,22-05-2025 16:46,69,
Renuka aesthetic cosmetology skin & hair wellness beauty care,8248681425,Not Interested,no requirement,19-05-2025 16:31,35,,Not Picked,,22-05-2025 16:46,32,
REDHILLS SKIN & HAIR CLINIC (Dr. VASUDEVAN),9789033377,Not Interested,no requirement,19-05-2025 16:32,54,,Not Interested,no requirement,22-05-2025 16:47,38,
Apollo Clinic - Porur,7305435694,Not Picked,,19-05-2025 16:32,38,,,,,0,
VCare Hair And Skin Clinic - Porur,7092525252,Not Picked,,19-05-2025 16:33,20,,Not Picked,,22-05-2025 15:41,17,
GBR Fertility Centre - Chennai,9940105555,Not Picked,,19-05-2025 16:34,62,,,,,0,
Achintya online and offline Music school,8124383891,Not Interested,no requirement,19-05-2025 16:35,45,,,,,0,
SHREE RUBY CHITHURAJ ACADEMY,7338899404,Not Picked,,19-05-2025 16:36,45,,Not Picked,,26-05-2025 17:14,50,
"D2 Dance Studio,Mogappair",9043248474,Not Picked,,19-05-2025 16:37,49,,Not Picked,,26-05-2025 17:11,50,
AV ARENA - Dance School & Studio #oneplaceforallART,7550155607,Not Picked,,19-05-2025 16:37,41,,Not Interested,no requirement now,26-05-2025 17:13,120,
Mother's Hug International Preschool Kelambakkam,8148235182,Not Picked,,19-05-2025 16:59,1304,,,,,0,
Buzzing Bees,6379111511,Follow Up,sathya will update 2 or 3 days,19-05-2025 17:01,91,,Not Picked,,26-05-2025 17:10,49,
Arul Jothy Public School,9342173393,Not Picked,,19-05-2025 17:02,69,,Not Picked,,22-05-2025 16:02,60,
Jai Tours & Travels,6383777977,Not Picked,,19-05-2025 17:03,41,,Follow Up,,26-05-2025 17:08,84,
VDP Tours & Travels,9003111726,Not Picked,,19-05-2025 17:03,19,,Not Interested,no requirement,26-05-2025 17:04,80,
Traveltron,9962031723,Not Interested,no requirement,19-05-2025 17:04,43,,Not Picked,,26-05-2025 17:05,55,
Bhuvaneshwari Travels,9884489066,Follow Up,need to call tomorrow,19-05-2025 17:06,98,,Follow Up,he is busy so need to send details again,26-05-2025 17:07,107,
Shree Priya Tours and Travels,7338904813,Not Picked,,19-05-2025 17:07,41,,Not Interested,,26-05-2025 17:03,32,
Ramaeswaram Travel Agency | Temple Tours | History Trails | Trekking | Vehicle Rental,9488455115,Not Picked,,19-05-2025 17:07,17,,Not Interested,,26-05-2025 16:57,67,
Travel Ahead Holidays,9710115925,Not Picked,,19-05-2025 17:08,51,,Not Picked,,26-05-2025 17:00,141,
SARAN TRAVELS,9514456669,Not Picked,,19-05-2025 17:09,31,,Not Interested,no requirement now,23-05-2025 18:03,50,
Vinayaga tours&travels 24/7 Call me,9790886776,Not Picked,,19-05-2025 17:10,67,,Not Picked,,26-05-2025 16:56,107,
Golden Balaji Tourism - Tour and Travel Agency in Chennai,7200197811,Not Picked,,19-05-2025 17:10,21,,Not Picked,,26-05-2025 16:54,27,
Rajan Tours And Travels,6383036779,Not Picked,,19-05-2025 17:11,38,,Not Interested,no requirement,26-05-2025 16:53,303,
Kolathur Om Sakthi Travels and call Drivers,9840439389,Not Picked,,19-05-2025 17:12,49,,Not Interested,no requirement,23-05-2025 17:59,43,
PRR BANQUET HALL,7824884466,Not Interested,no requirement,19-05-2025 17:13,56,,Not Picked,,23-05-2025 17:56,89,
WOWORK,9445670327,Not Picked,,19-05-2025 17:14,39,,Not Picked,,26-05-2025 16:48,766,
Square Space Co working space and party hall in Chennai,9840914644,Not Interested,no requirement now,19-05-2025 17:15,75,,Not Picked,,26-05-2025 16:35,1060,
Galatta Events,9940670383,Not Picked,,19-05-2025 17:17,103,,Not Interested,no requirement,22-05-2025 15:39,23,
Hello Wedding,9626896628,Follow Up,"need to call after some time, they are preparing",19-05-2025 17:20,163,,,,,0,
Instant Event Management,8667074389,Not Interested,no requirement,19-05-2025 17:21,44,,Not Interested,no requirement,23-05-2025 17:55,130,
Grand Royal Tours P Ltd,9751473503,Follow Up,9600626503- digital mar,19-05-2025 17:26,253,,Not Picked,,30-06-2025 17:11,26,
SMILE SHOTS PHOTOGRAPHY,9176251153,Not Picked,,20-05-2025 10:02,67,,Not Picked,,26-06-2025 16:06,61,
Wedding Care Photography,9962123490,Not Picked,,20-05-2025 10:03,72,,Not Interested,no requirement,22-05-2025 11:23,38,
SIVIN PHOTOGRAPHY & STUDIO,9600110260,Not Picked,,20-05-2025 10:04,58,,Not Picked,,26-06-2025 16:07,69,
Honesty Studios,8012710215,Not Picked,,20-05-2025 10:05,44,,Not Picked,,26-06-2025 16:08,55,
Speed Jai Digital Studio - Photos & Videos,9840072139,Not Picked,,20-05-2025 10:06,44,,Not Interested,no requirement,22-05-2025 11:28,50,
Chennai Digital Studio,8122055776,Not Picked,,20-05-2025 10:07,51,,Not Picked,,26-06-2025 16:11,24,
Venkat Digital Studio,9840794957,Not Picked,,20-05-2025 10:07,20,,Not Picked,,26-06-2025 16:11,25,
RS STUDIO,8248893720,Not Interested,no requirement,20-05-2025 10:09,79,,,,,0,
CHE STUDIO,8807513856,Not Picked,,20-05-2025 10:09,27,,Not Picked,,26-06-2025 16:12,25,
Bharani Digital Studio,9962123807,Interested,"bharani, need to send details in wh kundrathur",20-05-2025 10:19,600,,Interested,he will register soon,26-06-2025 16:14,100,
KO Studio - Best Candid Photography & Wedding Photographers in Chennai,9884889935,Not Picked,,20-05-2025 10:20,63,,Not Interested,"no requirement , we don't want advertising now",26-06-2025 16:15,66,
9M Studio - Wedding Photography in Chennai,9789988545,Not Picked,,20-05-2025 10:22,73,,Not Picked,switched off,26-06-2025 16:16,55,
A R Studio Kundrathur,9677239849,Not Picked,,20-05-2025 10:23,51,,Follow Up,need to send details again,26-06-2025 16:18,115,
Studio69,9790978712,Not Interested,"no requirement, we enough orders to do",20-05-2025 10:24,95,,,,,0,
Zeal Studios,9791190348,Not Picked,,20-05-2025 10:27,164,,Not Picked,,26-06-2025 16:19,47,
Udhayam Studio,9003078785,Not Interested,no requirement,20-05-2025 10:28,54,,,,,0,
M S photographics,9094236373,Not Picked,,20-05-2025 10:29,41,,Not Picked,,26-06-2025 16:19,28,
RR Digital,8122262478,Interested,jeevitha need to send details in whatsapp,20-05-2025 10:34,284,,Not Picked,,26-06-2025 16:20,51,
Udhayam Studio,9042770729,Not Interested,no requirement,20-05-2025 10:36,102,,,,,0,
Kumaran Studio,9087447750,Follow Up,kumaran if they need will call back,20-05-2025 10:39,197,,Not Interested,,05-06-2025 14:18,98,
Saraswati Digital Studio & Video,9382707521,Not Picked,,20-05-2025 10:40,42,,Not Picked,,26-06-2025 16:21,76,
Buddha Creations,8148592220,Not Interested,no requirement if they need will call back,20-05-2025 10:42,108,,,,,0,
Jesi Studio & Xerox,7397271217,Follow Up,"owner is not there, if they need will call",20-05-2025 10:43,80,,Not Interested,no requirement,23-05-2025 14:54,61,
MEENA DIGITAL STUDIO,9042390417,Not Picked,,20-05-2025 10:44,73,,Not Picked,,26-06-2025 16:22,54,
Yazhini Nizhal Padangal The Photography studio,7010068637,Not Picked,,20-05-2025 10:45,41,,Not Picked,,26-06-2025 16:24,60,
The Focus Studio,8946053188,Interested,"sree kumar, need to send details in whatsapp",20-05-2025 10:50,314,,Not Interested,,29-05-2025 17:15,192,
Vishesham Digital Studio & Customized Gifts,9884413977,Follow Up,he will check the screen in kundrathur,20-05-2025 10:52,106,,Not Interested,no requirement,23-05-2025 14:51,40,
Sri Rajeshwari Frame Work,9094595628,Not Interested,no requirement,20-05-2025 10:54,32,,,,,0,
VMS Studio'z,8925743547,Not Picked,,20-05-2025 10:54,29,,Not Picked,,26-06-2025 16:24,48,
SK Group of studios,7448822344,Follow Up,admin only spoke to me so will call if owner come,20-05-2025 10:56,104,,Not Picked,,26-06-2025 16:25,13,
Rainbow art class,9444053046,Interested,devi need to send details in whatsapp,15-11-2025 11:11,874,,Interested,she is intrested on the residential areas. share the screen details.,11-09-2025 18:02,676,Devi
Creators portal,9566077236,Not Picked,,20-05-2025 11:13,102,,Not Picked,,26-06-2025 16:26,23,
Rajan Digital Studio,9382176324,Not Interested,no requirement,20-05-2025 11:16,175,,,,,0,
Amuthan Wedding Studio,9543088844,Not Picked,,20-05-2025 11:20,249,,Not Picked,,26-06-2025 16:27,76,
FIRSTLOOK STUDIO,9566016062,Not Picked,,20-05-2025 11:28,387,,Not Interested,no requirement,26-06-2025 16:28,38,
B Studio,9003130406,Not Picked,,20-05-2025 11:29,71,,Not Interested,no requirement,26-06-2025 16:29,65,
M S Yuvaraj Studio,8608928666,Follow Up,he will check with his dad,20-05-2025 11:38,94,,Not Interested,no requirement,23-05-2025 14:48,61,
Rathnam Digital Studio,9940529819,Not Interested,"he is out of station Trichy, no requirement now",20-05-2025 11:40,98,,,,,0,
Prakash Digital Studio,9884842581,Not Interested,no requirement,20-05-2025 11:41,66,,,,,0,
DMAX STUDIOS,8939600622,Not Picked,,20-05-2025 11:47,44,,Not Picked,,26-06-2025 16:30,45,
VISMAYA DIGITAL STUDIO & PHOTO GIFTS,7904239673,Not Picked,,21-05-2025 10:11,822,,,,,0,
Spatika photography,8807448386,Not Picked,,21-05-2025 10:12,42,,,,,0,
VISMAYA DIGITAL STUDIO & PHOTO GIFTS,9543176914,Not Picked,,21-05-2025 10:12,0,,,,,0,
Alan Photography,8056127583,Not Picked,,21-05-2025 10:13,40,,,,,0,
Aaron Prince Studio,9790915585,Not Picked,,21-05-2025 10:13,10,,,,,0,
Jeyam Videos & Photography,9841189956,Interested,janaki raman need to send details in whatsapp,15-11-2026 10:18,269,,Not Picked,,12-09-2025 15:32,48,
Foto Land,9444683463,Not Interested,,21-05-2025 10:30,710,,,,,0,
Praise Photography - Wedding Photography,9789035520,Not Picked,,21-05-2025 10:30,29,,,,,0,
JAI PHOTO STUDIO (Frames & Lamination) GIFTS,9841550066,Follow Up,hari need to discuss with his frd,21-05-2025 10:32,110,,Not Interested,no requirement,23-05-2025 14:47,60,
Avantikaa m,7399939995,Not Interested,no requirement,21-05-2025 10:33,59,,,,,0,
Starz Shots,9962206330,Not Interested,no requirement,21-05-2025 10:35,61,,,,,0,
Reality Foto Clicks,9840780270,Not Picked,out of service,21-05-2025 10:35,33,,,,,0,
Sri Annai digital Lab,7358369690,Not Picked,,21-05-2025 10:36,60,,,,,0,
Innovations Photography,9841352253,Not Picked,,21-05-2025 10:41,290,,,,,0,
Dreamz Image Studio,7667008374,Follow Up,he is in travelling will call later,15-12-2003 16:54,78,,Follow Up,he said he does require the service right now. as he is having more than 1L followers in instagram. he is already packed up,12-09-2025 15:36,260,Vignesh
Akhila Photo Studio,9790907880,Not Picked,,21-05-2025 10:52,198,,,,,0,
Foxe lab,8056389910,Not Interested,if they need will call back,21-05-2025 10:54,95,,,,,0,
SHIVA DIGITAL STUDIO,9092363977,Not Picked,,21-05-2025 11:18,1417,,,,,0,
Raman Photo Studio,9840584756,Not Interested,no requirement,21-05-2025 11:18,41,,,,,0,
RA Photography,9677216316,Not Picked,no requirement,21-05-2025 11:19,38,,,,,0,
StudioVB,9944004155,Not Picked,,21-05-2025 11:21,121,,,,,0,
Sri Madura Digital Studio,9444760599,Not Picked,,21-05-2025 11:22,23,,,,,0,
Studio Rk,9841134809,Not Picked,,21-05-2025 11:23,74,,,,,0,
Vijay Digital Studio,9841155449,Follow Up,"need to send details in whatsapp, address location",21-05-2025 11:25,115,,Not Picked,,16-06-2025 16:21,164,
VJ Studio & VJ PHOTOGRAPHY,9884450026,Not Interested,if need will call,21-05-2025 12:11,2554,,,,,0,
Rasi Studio & Video,9841931486,Follow Up,need to send details in whatsapp,21-05-2025 12:13,86,,Not Interested,no requirement,23-05-2025 13:46,55,
Diyaframes Enterprises,9080161151,Follow Up,bala need to send,21-05-2025 12:17,237,,Not Interested,no requirement,17-06-2025 10:26,43,
Studio Storks - Rental Photo Studio in Chennai,9790699005,Not Picked,,21-05-2025 12:19,113,,,,,0,
Sri Annai digital colour lab,9962489690,Not Interested,no requirement now,21-05-2025 12:20,69,,,,,0,
Jumbophotos,6383723744,Follow Up,vasanth need to send details in whatsapp,21-05-2025 12:25,298,,Not Picked,,16-06-2025 16:21,27,
WIDE ANGLE PHOTOS & EVENTS - TOP 10 WEDDING PHOTOGRAPHERS IN CHENNAI,9176522786,Not Picked,,21-05-2025 12:26,46,,,,,0,
Minu Visuals,7395969516,Not Picked,,21-05-2025 12:27,46,,,,,0,
Jd Photographs,9841173720,Not Picked,,21-05-2025 12:58,1865,,,,,0,
jobossky studios,8056266911,Not Picked,,21-05-2025 12:58,28,,,,,0,
Buzzingbeez Photography,9940515908,Not Picked,,21-05-2025 13:12,807,,,,,0,
Macro Fotography | Best Wedding Photography in Chennai.,6382242290,Follow Up,magesh need to send details in whatsapp,21-05-2025 13:14,108,,Not Picked,,17-06-2025 10:28,86,
Eastwood Studios,9176588898,Follow Up,she will inform to her team,21-05-2025 13:17,151,,Not Picked,,16-06-2025 16:22,31,
Bharath Videos Digltal Photo Studio,9840222201,Follow Up,if they need will call,21-05-2025 13:20,180,,Not Picked,,16-06-2025 16:26,226,
SM STUDIO,7338971018,Not Picked,,21-05-2025 13:20,10,,,,,0,
Cheeka Photography,6380389969,Not Picked,,21-05-2025 13:20,7,,,,,0,
JD Photomoments,8939787600,Not Picked,,21-05-2025 13:20,12,,,,,0,
MELVIN DIGITAL STUDIO (WEDDING PHOTOGRAPHERS IN VELACHERY/PHOTO STUDIO/DIGITAL PHOTO STUDIO),9941719140,Not Picked,,21-05-2025 13:21,11,,,,,0,
The Bunny Teeth®️ Photography | Baby Photoshoot Chennai | Maternity Photoshoot | Birthday Event photography,7824999900,Follow Up,need to send details in whatsapp,21-05-2025 13:26,309,,Not Interested,no requirement,04-06-2025 17:40,79,
COLOUR IMAGE PHOTOGRAPHY,9790833771,Not Interested,no requirement,21-05-2025 13:28,144,,,,,0,
JAI MARUTHI DIGITAL COLOR LAB &STUDIO,9940009725,Not Interested,no requirement,21-05-2025 13:30,63,,,,,0,
Blue Eye Photography,8122818286,Not Interested,no requirement,21-05-2025 13:31,76,,,,,0,
FotoTown,6380587648,Not Picked,,21-05-2025 13:31,24,,,,,0,
Diya Photography,9840959232,Not Picked,,21-05-2025 13:32,20,,,,,0,
THE FINE ART Photography,8056193707,Not Interested,"no requirement , we have enough clients",21-05-2025 13:35,207,,,,,0,
Clear Clicks-Best Top 10 Candid Wedding Photographers|Wedding Photoshoot|Baby Shower|Birthday|Event Photoshoot in Chennai.,9710449033,Follow Up,need to call tomorrow 11.30 am,15-12-2003 16:39,80,,Interested,send initial details. he ll pay but not now. he asked me to call him after next week.,12-09-2025 15:40,150,John
Vidhartz Studios,9566182166,Not Interested,no requirement,21-05-2025 13:40,61,,,,,0,
Grand Royal Tours P Ltd,9600626503,Not Picked,,21-05-2025 16:13,39,,Not Picked,,05-06-2025 14:20,50,
Thaarika Car Travels in Chennai | Innova Car Rental in Chennai| Outstation Car Rental with Driver,8248120476,Not Picked,,21-05-2025 17:33,39,,,,,0,
Renuka aesthetic cosmetology skin & hair wellness beauty care,8903014899,Not Picked,,02-06-2025 17:19,248,,,,,0,
PRABHU DIGITAL STUDIO,9944138338,Follow Up,suresh need to send details in whatsapp,22-05-2025 10:31,182,,Not Interested,no requirement,27-06-2025 17:24,37,
FREESTYLE PHOTOGRAPHY,8122051722,Follow Up,need to call after some time,22-05-2025 10:39,482,,Not Picked,,27-06-2025 17:24,14,
AK PHOTO STUDIO,9677290599,Not Interested,no requirement,22-05-2025 10:41,73,,,,,0,
Monisha studio,9884255933,Not Picked,,22-05-2025 10:42,60,,Not Interested,no requirement,27-06-2025 17:25,57,
Sri Sai Digital studio,8190812299,Not Picked,,22-05-2025 10:59,1031,,Not Picked,,27-06-2025 17:26,30,
VK PHOTOGRAPHY & FILMING,8428676538,Follow Up,kirubakaran need to send details in whatsapp,22-05-2025 11:19,108,,Not Interested,if need will call back,04-06-2025 17:36,124,
Sri Lakshmi Narasimar Xerox & Digital Studio,9444955048,Not Picked,,22-05-2025 11:20,68,,Not Interested,no requirement,27-06-2025 17:27,64,
RG STUDIO CHENNAI,9043739904,Not Picked,,22-05-2025 11:22,55,,Not Picked,,27-06-2025 17:28,46,
Focus Digital Studio,9600424377,Not Interested,no requirement,22-05-2025 11:24,52,,,,,0,
Sudhig Image Productions,9789895252,Not Picked,,22-05-2025 11:26,58,,Not Interested,,27-06-2025 17:30,152,
Srikumarn Photo Frame Shop,7401512633,Interested,Sathish kumar shows interest for free trial,15-11-2027 11:31,191,,Not Interested,,12-09-2025 15:40,1,
KUMARAN STUDIO,7871098401,Not Interested,if they need will call,22-05-2025 11:34,70,,,,,0,
Happy World Photography Studio,8925396333,Not Interested,no requirement now,22-05-2025 11:40,38,,,,,0,
Airy Studio,9940647927,Not Picked,,22-05-2025 11:41,55,,Not Picked,,27-06-2025 17:32,65,
Deepanklixx photography - Chennai,8124455185,Not Interested,no requirement now,22-05-2025 11:44,158,,,,,0,
AA PHOTOGRAPHY STUDIO & photo frames & gift store,6380708298,Not Picked,,22-05-2025 11:44,16,,Not Interested,,27-06-2025 17:33,75,
Chozha Varman Photography,8148214491,Not Picked,,22-05-2025 11:45,38,,Not Interested,no requirement,27-06-2025 17:34,49,
Dream Light - Photo studio,9003245939,Not Interested,no requirement,22-05-2025 11:51,68,,,,,0,
JB Studio Thiruninravur,9344032817,Follow Up,"owner is not there, if they need will call",22-05-2025 11:52,83,,Not Interested,no requirement,23-05-2025 13:37,40,
Focus Smile Photography,6381666568,Not Interested,no requirement now,22-05-2025 11:53,45,,,,,0,
Agaraadhy studio and Event Management,8248155094,Not Interested,"no requirement now, we are not doing any business.",22-05-2025 11:54,81,,,,,0,
